intervention_id,student_id,intervention_type,semester,triggered_by,completed,outcome_next_semester
INT0030846,STU037955,Peer Mentoring,Fall 2023,aid gap,True,Enrolled
INT0030847,STU037955,AI Guide,Fall 2023,withdrawal risk,True,Enrolled
INT0030848,STU037957,Tutoring,Fall 2020,gateway course failure,True,Enrolled
INT0030849,STU037957,AI Guide,Spring 2020,withdrawal risk,True,Graduated
INT0030850,STU037957,Peer Mentoring,Fall 2020,GPA drop,False,Enrolled
INT0030851,STU037958,Financial Aid Counseling,Spring 2023,aid gap,True,Graduated
INT0030852,STU037961,Tutoring,Spring 2020,gateway course failure,True,Withdrew
INT0030853,STU037965,Tutoring,Fall 2020,withdrawal risk,True,Enrolled
INT0030854,STU037965,AI Guide,Spring 2020,aid gap,True,Withdrew
INT0030855,STU037966,Advising,Fall 2018,gateway course failure,True,Withdrew
INT0030856,STU037966,Financial Aid Counseling,Spring 2018,GPA drop,True,Withdrew
INT0030857,STU037968,Tutoring,Fall 2020,withdrawal risk,False,Withdrew
INT0030858,STU037968,Peer Mentoring,Fall 2020,gateway course failure,True,Withdrew
INT0030859,STU037971,Advising,Spring 2019,GPA drop,True,Graduated
INT0030860,STU037972,AI Guide,Fall 2019,aid gap,True,Withdrew
INT0030861,STU037972,Tutoring,Fall 2019,aid gap,False,Withdrew
INT0030862,STU037972,AI Guide,Fall 2019,aid gap,True,Withdrew
INT0030863,STU037976,Advising,Fall 2019,gateway course failure,True,Enrolled
INT0030864,STU037976,AI Guide,Spring 2019,aid gap,True,Graduated
INT0030865,STU037976,Peer Mentoring,Fall 2019,aid gap,True,Enrolled
INT0030866,STU037977,Tutoring,Fall 2021,gateway course failure,True,Enrolled
INT0030867,STU037977,Advising,Spring 2022,aid gap,True,Enrolled
INT0030868,STU037977,Financial Aid Counseling,Fall 2025,aid gap,True,Enrolled
INT0030869,STU037979,Advising,Spring 2019,withdrawal risk,True,Enrolled
INT0030870,STU037979,Tutoring,Fall 2022,withdrawal risk,True,Enrolled
INT0030871,STU037979,Financial Aid Counseling,Spring 2020,aid gap,True,Enrolled
INT0030872,STU037981,Tutoring,Fall 2022,aid gap,False,Enrolled
INT0030873,STU037981,Peer Mentoring,Spring 2022,aid gap,False,Withdrew
INT0030874,STU037981,Tutoring,Fall 2022,gateway course failure,True,Enrolled
INT0030875,STU037982,Advising,Fall 2018,GPA drop,True,Withdrew
INT0030876,STU037982,Financial Aid Counseling,Fall 2018,aid gap,True,Withdrew
INT0030877,STU037983,Peer Mentoring,Fall 2020,aid gap,False,Enrolled
INT0030878,STU037986,AI Guide,Fall 2019,GPA drop,True,Enrolled
INT0030879,STU037986,Financial Aid Counseling,Fall 2019,gateway course failure,True,Enrolled
INT0030880,STU037986,Advising,Spring 2019,gateway course failure,True,Withdrew
INT0030881,STU037993,Financial Aid Counseling,Fall 2018,withdrawal risk,False,Enrolled
INT0030882,STU037993,AI Guide,Spring 2018,withdrawal risk,True,Enrolled
INT0030883,STU037993,Financial Aid Counseling,Spring 2021,GPA drop,False,Graduated
INT0030884,STU037997,Advising,Fall 2018,gateway course failure,True,Withdrew
INT0030885,STU038001,Financial Aid Counseling,Spring 2020,gateway course failure,True,Enrolled
INT0030886,STU038001,Peer Mentoring,Fall 2020,withdrawal risk,True,Enrolled
INT0030887,STU038001,AI Guide,Spring 2020,gateway course failure,True,Enrolled
INT0030888,STU038004,Advising,Spring 2021,aid gap,True,Graduated
INT0030889,STU038005,Financial Aid Counseling,Fall 2019,GPA drop,True,Withdrew
INT0030890,STU038005,AI Guide,Fall 2019,aid gap,True,Withdrew
INT0030891,STU038005,Peer Mentoring,Fall 2019,aid gap,False,Withdrew
INT0030892,STU038006,Peer Mentoring,Spring 2019,gateway course failure,False,Enrolled
INT0030893,STU038006,Advising,Spring 2019,withdrawal risk,True,Enrolled
INT0030894,STU038012,Advising,Fall 2018,withdrawal risk,True,Withdrew
INT0030895,STU038014,Tutoring,Spring 2018,GPA drop,True,Enrolled
INT0030896,STU038014,Tutoring,Fall 2020,withdrawal risk,False,Enrolled
INT0030897,STU038016,Peer Mentoring,Fall 2018,withdrawal risk,True,Withdrew
INT0030898,STU038016,AI Guide,Fall 2018,withdrawal risk,True,Withdrew
INT0030899,STU038016,Peer Mentoring,Fall 2018,GPA drop,True,Withdrew
INT0030900,STU038021,Tutoring,Spring 2021,withdrawal risk,True,Enrolled
INT0030901,STU038025,Financial Aid Counseling,Spring 2022,withdrawal risk,False,Graduated
INT0030902,STU038025,Tutoring,Fall 2022,aid gap,False,Enrolled
INT0030903,STU038025,Tutoring,Spring 2022,aid gap,False,Graduated
INT0030904,STU038027,Financial Aid Counseling,Spring 2022,withdrawal risk,True,Enrolled
INT0030905,STU038027,AI Guide,Spring 2023,GPA drop,False,Withdrew
INT0030906,STU038027,AI Guide,Fall 2023,withdrawal risk,True,Enrolled
INT0030907,STU038029,Tutoring,Spring 2019,GPA drop,False,Withdrew
INT0030908,STU038029,AI Guide,Fall 2019,GPA drop,False,Withdrew
INT0030909,STU038030,Peer Mentoring,Spring 2019,aid gap,False,Withdrew
INT0030910,STU038032,Advising,Fall 2019,GPA drop,True,Withdrew
INT0030911,STU038032,Advising,Spring 2020,gateway course failure,True,Enrolled
INT0030912,STU038033,Financial Aid Counseling,Fall 2021,gateway course failure,True,Enrolled
INT0030913,STU038033,Financial Aid Counseling,Spring 2022,gateway course failure,True,Graduated
INT0030914,STU038033,Advising,Spring 2022,gateway course failure,True,Graduated
INT0030915,STU038035,Tutoring,Spring 2022,aid gap,False,Enrolled
INT0030916,STU038035,AI Guide,Spring 2021,gateway course failure,True,Enrolled
INT0030917,STU038035,Financial Aid Counseling,Spring 2020,withdrawal risk,False,Enrolled
INT0030918,STU038040,Peer Mentoring,Spring 2019,gateway course failure,True,Withdrew
INT0030919,STU038043,Peer Mentoring,Spring 2021,GPA drop,False,Enrolled
INT0030920,STU038058,Advising,Spring 2019,aid gap,True,Enrolled
INT0030921,STU038058,AI Guide,Fall 2018,GPA drop,True,Enrolled
INT0030922,STU038059,Tutoring,Spring 2022,GPA drop,True,Enrolled
INT0030923,STU038062,Financial Aid Counseling,Fall 2019,GPA drop,True,Enrolled
INT0030924,STU038065,AI Guide,Fall 2018,withdrawal risk,False,Withdrew
INT0030925,STU038065,Tutoring,Fall 2018,gateway course failure,True,Withdrew
INT0030926,STU038071,Financial Aid Counseling,Fall 2023,GPA drop,True,Withdrew
INT0030927,STU038072,Advising,Spring 2019,gateway course failure,True,Graduated
INT0030928,STU038072,Tutoring,Spring 2019,gateway course failure,True,Graduated
INT0030929,STU038072,AI Guide,Spring 2018,gateway course failure,True,Enrolled
INT0030930,STU038076,Tutoring,Fall 2022,aid gap,False,Enrolled
INT0030931,STU038076,AI Guide,Fall 2023,withdrawal risk,True,Withdrew
INT0030932,STU038078,Financial Aid Counseling,Fall 2020,withdrawal risk,False,Withdrew
INT0030933,STU038078,AI Guide,Spring 2020,gateway course failure,True,Graduated
INT0030934,STU038079,Advising,Fall 2022,GPA drop,False,Withdrew
INT0030935,STU038079,Financial Aid Counseling,Spring 2022,gateway course failure,True,Withdrew
INT0030936,STU038079,AI Guide,Fall 2022,gateway course failure,False,Withdrew
INT0030937,STU038081,Peer Mentoring,Spring 2022,aid gap,True,Graduated
INT0030938,STU038081,Advising,Spring 2022,gateway course failure,True,Graduated
INT0030939,STU038082,Advising,Fall 2022,aid gap,True,Withdrew
INT0030940,STU038083,Peer Mentoring,Spring 2020,aid gap,True,Enrolled
INT0030941,STU038083,Tutoring,Spring 2022,gateway course failure,True,Graduated
INT0030942,STU038084,Advising,Spring 2022,withdrawal risk,True,Enrolled
INT0030943,STU038084,AI Guide,Spring 2023,GPA drop,True,Withdrew
INT0030944,STU038084,Tutoring,Spring 2023,GPA drop,False,Withdrew
INT0030945,STU038092,Tutoring,Fall 2025,aid gap,True,Withdrew
INT0030946,STU038096,AI Guide,Fall 2018,gateway course failure,True,Withdrew
INT0030947,STU038096,Financial Aid Counseling,Fall 2018,aid gap,True,Withdrew
INT0030948,STU038096,Advising,Fall 2018,withdrawal risk,True,Withdrew
INT0030949,STU038099,Peer Mentoring,Spring 2022,GPA drop,True,Enrolled
INT0030950,STU038100,Financial Aid Counseling,Spring 2018,aid gap,True,Enrolled
INT0030951,STU038100,AI Guide,Spring 2021,withdrawal risk,True,Graduated
INT0030952,STU038101,Financial Aid Counseling,Spring 2020,gateway course failure,False,Graduated
INT0030953,STU038101,Financial Aid Counseling,Fall 2020,withdrawal risk,False,Enrolled
INT0030954,STU038101,AI Guide,Spring 2020,withdrawal risk,True,Graduated
INT0030955,STU038103,Advising,Fall 2022,gateway course failure,False,Enrolled
INT0030956,STU038103,Advising,Spring 2022,withdrawal risk,True,Graduated
INT0030957,STU038104,Advising,Spring 2019,gateway course failure,True,Graduated
INT0030958,STU038106,Peer Mentoring,Fall 2019,GPA drop,True,Withdrew
INT0030959,STU038106,Financial Aid Counseling,Spring 2019,aid gap,True,Graduated
INT0030960,STU038106,Advising,Spring 2019,GPA drop,True,Graduated
INT0030961,STU038111,Financial Aid Counseling,Fall 2019,withdrawal risk,True,Withdrew
INT0030962,STU038111,AI Guide,Fall 2019,gateway course failure,True,Withdrew
INT0030963,STU038111,Tutoring,Fall 2019,GPA drop,True,Withdrew
INT0030964,STU038113,AI Guide,Fall 2022,GPA drop,False,Withdrew
INT0030965,STU038115,Peer Mentoring,Fall 2021,GPA drop,True,Enrolled
INT0030966,STU038116,AI Guide,Spring 2019,GPA drop,True,Graduated
INT0030967,STU038116,Tutoring,Spring 2019,withdrawal risk,True,Graduated
INT0030968,STU038116,Tutoring,Spring 2019,gateway course failure,True,Graduated
INT0030969,STU038119,Tutoring,Spring 2023,withdrawal risk,True,Enrolled
INT0030970,STU038119,Tutoring,Fall 2023,gateway course failure,False,Enrolled
INT0030971,STU038121,Tutoring,Fall 2022,gateway course failure,True,Withdrew
INT0030972,STU038123,Advising,Fall 2019,withdrawal risk,True,Enrolled
INT0030973,STU038123,AI Guide,Spring 2020,gateway course failure,False,Withdrew
INT0030974,STU038123,Tutoring,Spring 2019,aid gap,True,Enrolled
INT0030975,STU038130,Peer Mentoring,Spring 2019,GPA drop,True,Enrolled
INT0030976,STU038133,Advising,Spring 2021,withdrawal risk,True,Graduated
INT0030977,STU038133,AI Guide,Spring 2021,gateway course failure,True,Graduated
INT0030978,STU038137,Tutoring,Fall 2020,aid gap,True,Enrolled
INT0030979,STU038140,Tutoring,Spring 2021,withdrawal risk,True,Withdrew
INT0030980,STU038140,Peer Mentoring,Spring 2021,gateway course failure,True,Withdrew
INT0030981,STU038140,Peer Mentoring,Fall 2021,gateway course failure,True,Withdrew
INT0030982,STU038142,AI Guide,Fall 2018,GPA drop,False,Withdrew
INT0030983,STU038144,AI Guide,Spring 2020,GPA drop,True,Withdrew
INT0030984,STU038150,Financial Aid Counseling,Spring 2020,GPA drop,True,Graduated
INT0030985,STU038150,Peer Mentoring,Fall 2020,aid gap,False,Withdrew
INT0030986,STU038150,Tutoring,Fall 2019,aid gap,True,Enrolled
INT0030987,STU038154,Advising,Spring 2019,withdrawal risk,True,Withdrew
INT0030988,STU038158,AI Guide,Fall 2022,GPA drop,True,Enrolled
INT0030989,STU038159,Financial Aid Counseling,Fall 2021,aid gap,False,Enrolled
INT0030990,STU038159,AI Guide,Spring 2021,GPA drop,True,Graduated
INT0030991,STU038159,Peer Mentoring,Fall 2021,aid gap,True,Enrolled
INT0030992,STU038160,Tutoring,Spring 2020,aid gap,False,Enrolled
INT0030993,STU038162,Advising,Fall 2020,gateway course failure,False,Enrolled
INT0030994,STU038163,AI Guide,Fall 2021,aid gap,True,Withdrew
INT0030995,STU038163,Tutoring,Spring 2021,GPA drop,True,Withdrew
INT0030996,STU038164,Financial Aid Counseling,Spring 2021,aid gap,True,Withdrew
INT0030997,STU038168,Advising,Spring 2023,gateway course failure,True,Enrolled
INT0030998,STU038169,Financial Aid Counseling,Fall 2019,aid gap,True,Withdrew
INT0030999,STU038169,Tutoring,Fall 2019,aid gap,True,Withdrew
INT0031000,STU038169,Tutoring,Fall 2019,aid gap,True,Withdrew
INT0031001,STU038174,Financial Aid Counseling,Fall 2019,GPA drop,True,Withdrew
INT0031002,STU038174,Peer Mentoring,Fall 2019,withdrawal risk,True,Withdrew
INT0031003,STU038177,Advising,Fall 2020,GPA drop,True,Enrolled
INT0031004,STU038177,Tutoring,Spring 2020,withdrawal risk,True,Graduated
INT0031005,STU038180,AI Guide,Spring 2021,gateway course failure,True,Withdrew
INT0031006,STU038180,AI Guide,Fall 2022,withdrawal risk,True,Enrolled
INT0031007,STU038180,Financial Aid Counseling,Fall 2022,gateway course failure,True,Enrolled
INT0031008,STU038181,Financial Aid Counseling,Spring 2019,GPA drop,True,Graduated
INT0031009,STU038181,Financial Aid Counseling,Fall 2019,aid gap,True,Enrolled
INT0031010,STU038182,Tutoring,Spring 2022,aid gap,True,Enrolled
INT0031011,STU038182,AI Guide,Fall 2022,aid gap,False,Enrolled
INT0031012,STU038182,Advising,Spring 2022,aid gap,True,Enrolled
INT0031013,STU038183,Tutoring,Fall 2021,GPA drop,True,Enrolled
INT0031014,STU038183,Advising,Spring 2022,aid gap,True,Enrolled
INT0031015,STU038183,Tutoring,Fall 2021,aid gap,True,Enrolled
INT0031016,STU038185,Tutoring,Fall 2021,GPA drop,False,Enrolled
INT0031017,STU038186,Tutoring,Spring 2018,gateway course failure,True,Withdrew
INT0031018,STU038186,AI Guide,Spring 2020,aid gap,True,Enrolled
INT0031019,STU038186,Tutoring,Spring 2020,GPA drop,True,Enrolled
INT0031020,STU038187,Financial Aid Counseling,Spring 2023,gateway course failure,False,Withdrew
INT0031021,STU038187,AI Guide,Spring 2023,aid gap,False,Withdrew
INT0031022,STU038194,AI Guide,Fall 2020,GPA drop,True,Withdrew
INT0031023,STU038194,Peer Mentoring,Fall 2020,aid gap,True,Withdrew
INT0031024,STU038195,Financial Aid Counseling,Fall 2021,withdrawal risk,False,Enrolled
INT0031025,STU038195,Advising,Fall 2021,withdrawal risk,True,Enrolled
INT0031026,STU038195,AI Guide,Spring 2021,withdrawal risk,True,Graduated
INT0031027,STU038196,AI Guide,Fall 2020,aid gap,True,Enrolled
INT0031028,STU038196,AI Guide,Fall 2021,gateway course failure,True,Enrolled
INT0031029,STU038198,Tutoring,Spring 2022,aid gap,True,Enrolled
INT0031030,STU038198,Peer Mentoring,Fall 2021,gateway course failure,False,Enrolled
INT0031031,STU038200,AI Guide,Fall 2020,withdrawal risk,False,Enrolled
INT0031032,STU038201,Peer Mentoring,Fall 2023,gateway course failure,False,Enrolled
INT0031033,STU038201,Tutoring,Spring 2023,withdrawal risk,False,Enrolled
INT0031034,STU038204,Advising,Fall 2019,aid gap,True,Enrolled
INT0031035,STU038204,Advising,Spring 2021,withdrawal risk,False,Enrolled
INT0031036,STU038204,Financial Aid Counseling,Spring 2019,GPA drop,True,Enrolled
INT0031037,STU038205,Tutoring,Spring 2020,withdrawal risk,True,Graduated
INT0031038,STU038205,Tutoring,Spring 2020,GPA drop,True,Graduated
INT0031039,STU038205,Advising,Spring 2019,withdrawal risk,True,Enrolled
INT0031040,STU038206,Tutoring,Fall 2018,gateway course failure,True,Withdrew
INT0031041,STU038206,Financial Aid Counseling,Fall 2018,withdrawal risk,True,Withdrew
INT0031042,STU038207,Financial Aid Counseling,Fall 2020,withdrawal risk,False,Withdrew
INT0031043,STU038207,Peer Mentoring,Spring 2020,withdrawal risk,True,Withdrew
INT0031044,STU038211,AI Guide,Spring 2018,GPA drop,True,Enrolled
INT0031045,STU038216,Tutoring,Fall 2020,GPA drop,True,Enrolled
INT0031046,STU038217,Advising,Fall 2019,GPA drop,True,Enrolled
INT0031047,STU038223,Tutoring,Spring 2022,gateway course failure,True,Withdrew
INT0031048,STU038224,Tutoring,Spring 2024,withdrawal risk,False,Enrolled
INT0031049,STU038225,AI Guide,Fall 2018,GPA drop,True,Withdrew
INT0031050,STU038226,Financial Aid Counseling,Spring 2021,aid gap,False,Withdrew
INT0031051,STU038226,AI Guide,Fall 2021,withdrawal risk,False,Withdrew
INT0031052,STU038226,Peer Mentoring,Spring 2021,gateway course failure,True,Withdrew
INT0031053,STU038232,Tutoring,Fall 2019,GPA drop,True,Enrolled
INT0031054,STU038232,Peer Mentoring,Fall 2021,gateway course failure,True,Withdrew
INT0031055,STU038232,AI Guide,Spring 2019,GPA drop,True,Enrolled
INT0031056,STU038235,Financial Aid Counseling,Fall 2021,gateway course failure,True,Enrolled
INT0031057,STU038237,Financial Aid Counseling,Fall 2020,aid gap,True,Withdrew
INT0031058,STU038237,Financial Aid Counseling,Fall 2020,withdrawal risk,True,Withdrew
INT0031059,STU038238,AI Guide,Spring 2021,GPA drop,True,Graduated
INT0031060,STU038238,AI Guide,Fall 2021,withdrawal risk,True,Enrolled
INT0031061,STU038238,Tutoring,Spring 2021,gateway course failure,True,Graduated
INT0031062,STU038241,Peer Mentoring,Fall 2018,GPA drop,False,Withdrew
INT0031063,STU038241,Tutoring,Spring 2018,GPA drop,True,Withdrew
INT0031064,STU038242,Advising,Spring 2020,aid gap,True,Graduated
INT0031065,STU038245,AI Guide,Fall 2021,gateway course failure,False,Enrolled
INT0031066,STU038245,Advising,Fall 2021,aid gap,True,Enrolled
INT0031067,STU038250,Financial Aid Counseling,Spring 2021,withdrawal risk,True,Withdrew
INT0031068,STU038253,Financial Aid Counseling,Fall 2023,GPA drop,True,Enrolled
INT0031069,STU038256,Advising,Spring 2019,gateway course failure,True,Graduated
INT0031070,STU038257,AI Guide,Fall 2022,gateway course failure,True,Enrolled
INT0031071,STU038257,Financial Aid Counseling,Fall 2024,gateway course failure,True,Enrolled
INT0031072,STU038260,AI Guide,Spring 2019,withdrawal risk,True,Graduated
INT0031073,STU038260,AI Guide,Fall 2019,gateway course failure,True,Enrolled
INT0031074,STU038260,Tutoring,Fall 2019,gateway course failure,True,Enrolled
INT0031075,STU038261,Financial Aid Counseling,Spring 2022,GPA drop,True,Withdrew
INT0031076,STU038261,AI Guide,Fall 2022,gateway course failure,False,Withdrew
INT0031077,STU038261,Peer Mentoring,Spring 2022,aid gap,True,Withdrew
INT0031078,STU038262,Peer Mentoring,Fall 2021,withdrawal risk,False,Enrolled
INT0031079,STU038264,Peer Mentoring,Spring 2018,withdrawal risk,False,Graduated
INT0031080,STU038264,Tutoring,Spring 2018,GPA drop,False,Graduated
INT0031081,STU038264,Financial Aid Counseling,Fall 2018,GPA drop,True,Enrolled
INT0031082,STU038268,AI Guide,Fall 2022,GPA drop,True,Withdrew
INT0031083,STU038273,Advising,Fall 2018,withdrawal risk,False,Withdrew
INT0031084,STU038275,Tutoring,Spring 2020,aid gap,True,Withdrew
INT0031085,STU038276,AI Guide,Fall 2022,gateway course failure,True,Enrolled
INT0031086,STU038276,Peer Mentoring,Spring 2022,GPA drop,True,Withdrew
INT0031087,STU038282,Peer Mentoring,Spring 2023,gateway course failure,True,Graduated
INT0031088,STU038282,AI Guide,Spring 2022,aid gap,True,Enrolled
INT0031089,STU038282,Peer Mentoring,Fall 2023,withdrawal risk,False,Enrolled
INT0031090,STU038285,Tutoring,Fall 2018,GPA drop,False,Enrolled
INT0031091,STU038289,AI Guide,Spring 2024,aid gap,False,Graduated
INT0031092,STU038289,Peer Mentoring,Fall 2021,gateway course failure,True,Enrolled
INT0031093,STU038289,Financial Aid Counseling,Spring 2022,GPA drop,True,Enrolled
INT0031094,STU038296,AI Guide,Fall 2024,GPA drop,True,Enrolled
INT0031095,STU038307,Financial Aid Counseling,Fall 2021,aid gap,False,Withdrew
INT0031096,STU038307,Advising,Fall 2021,gateway course failure,True,Withdrew
INT0031097,STU038309,Advising,Spring 2022,gateway course failure,True,Enrolled
INT0031098,STU038309,Peer Mentoring,Spring 2024,aid gap,True,Enrolled
INT0031099,STU038311,AI Guide,Fall 2018,withdrawal risk,False,Withdrew
INT0031100,STU038311,Advising,Fall 2018,GPA drop,True,Withdrew
INT0031101,STU038311,AI Guide,Fall 2018,aid gap,True,Withdrew
INT0031102,STU038313,Advising,Fall 2024,gateway course failure,False,Enrolled
INT0031103,STU038313,AI Guide,Fall 2022,gateway course failure,True,Enrolled
